,Lights,Refrigerator,Kitchen stove,Dishwasher,Washer,Dryer,Freezer,Other Appliances,Total (5 min)
Time,Power (W),Power (W),Power (W),Power (W),Power (W),Power (W),Power (W),Power (W),Power (W)
0:00:00,0,234,0,0,0,0,0,2067,2301
0:05:00,0,160,0,0,0,0,0,2067,2227
0:10:00,0,0,0,0,0,0,0,2067,2067
0:15:00,0,0,0,0,0,0,0,1817,1817
0:20:00,0,0,0,0,0,0,0,1817,1817
0:25:00,0,0,0,0,0,0,0,1817,1817
0:30:00,0,80,0,0,0,0,0,1812,1892
0:35:00,0,251,0,0,0,0,0,1812,2063
0:40:00,0,242,0,0,0,0,79,412,733
0:45:00,0,242,0,0,0,0,249,412,903
0:50:00,0,314,0,0,0,0,240,662,1216
0:55:00,0,411,0,0,0,0,240,662,1313
1:00:00,0,242,0,0,0,0,232,662,1136
1:05:00,0,242,0,0,0,0,159,667,1068
1:10:00,0,234,0,0,0,0,0,667,901
1:15:00,0,160,0,0,0,0,0,667,827
1:20:00,820,0,0,0,0,0,0,417,1237
1:25:00,820,0,0,0,0,0,0,417,1237
1:30:00,820,0,0,0,0,0,0,417,1237
1:35:00,820,0,0,0,0,0,0,417,1237
1:40:00,820,80,0,0,0,0,0,417,1317
1:45:00,820,251,0,0,0,0,0,417,1488
1:50:00,820,242,0,0,0,0,79,417,1558
1:55:00,820,242,0,0,0,0,249,417,1728
2:00:00,820,314,0,0,0,0,240,317,1691
2:05:00,820,411,0,0,0,0,240,317,1788
2:10:00,820,242,0,0,0,0,232,317,1611
2:15:00,820,242,0,0,0,0,159,317,1538
2:20:00,820,234,0,0,0,0,0,317,1371
2:25:00,820,160,0,0,0,0,0,67,1047
2:30:00,820,0,0,0,0,0,0,67,887
2:35:00,820,0,0,0,0,0,0,1067,1887
2:40:00,820,0,0,0,0,0,0,1062,1882
2:45:00,820,0,0,0,0,0,0,62,882
2:50:00,820,80,0,0,0,0,0,62,962
2:55:00,820,251,0,0,0,0,0,62,1133
3:00:00,820,242,0,0,0,0,79,62,1203
3:05:00,820,242,0,0,0,0,249,62,1373
3:10:00,0,314,0,0,0,0,240,62,616
3:15:00,0,411,0,0,0,0,240,62,713
3:20:00,0,242,0,0,0,0,232,62,536
3:25:00,0,242,0,0,0,0,159,62,463
3:30:00,0,234,0,0,0,0,0,62,296
3:35:00,0,160,0,0,0,0,0,62,222
3:40:00,0,0,0,0,0,0,0,62,62
3:45:00,0,0,0,0,0,0,0,62,62
3:50:00,0,0,0,0,0,0,0,62,62
3:55:00,0,0,0,0,0,0,0,62,62
4:00:00,0,80,0,0,0,0,0,62,142
4:05:00,0,251,0,0,0,0,0,62,313
4:10:00,120,242,0,0,0,0,79,62,503
4:15:00,120,242,0,0,0,0,249,62,673
4:20:00,120,314,0,0,0,0,240,62,736
4:25:00,120,411,0,0,0,0,240,62,833
4:30:00,120,242,0,0,0,0,232,62,656
4:35:00,120,242,0,0,0,0,159,62,583
4:40:00,120,234,0,0,0,0,0,62,416
4:45:00,120,160,0,0,0,0,0,62,342
4:50:00,120,0,0,0,0,0,0,62,182
4:55:00,120,0,0,0,0,0,0,62,182
5:00:00,120,0,0,0,0,0,0,62,182
5:05:00,240,0,0,0,0,0,0,62,302
5:10:00,240,80,1600,0,0,0,0,62,1982
5:15:00,240,251,1600,0,0,0,0,62,2153
5:20:00,240,242,1600,0,0,0,79,62,2223
5:25:00,360,242,1600,0,0,0,249,62,2513
5:30:00,360,314,1600,0,0,0,240,62,2576
5:35:00,360,411,1600,0,0,0,240,62,2673
5:40:00,760,242,1600,0,0,0,232,62,2896
5:45:00,760,242,1600,0,0,0,159,62,2823
5:50:00,760,234,1600,0,0,0,0,62,2656
5:55:00,640,160,1600,0,0,0,0,62,2462
6:00:00,640,0,1600,0,0,0,0,62,2302
6:05:00,640,0,1600,0,0,0,0,62,2302
6:10:00,520,0,0,0,0,0,0,62,582
6:15:00,120,0,0,0,0,0,0,92,212
6:20:00,120,80,0,0,0,0,0,92,292
6:25:00,320,251,0,0,0,0,0,92,663
6:30:00,320,242,0,0,0,0,79,92,733
6:35:00,320,242,0,0,0,0,249,92,903
6:40:00,320,314,0,0,0,0,240,62,936
6:45:00,320,411,0,0,0,0,240,62,1033
6:50:00,320,242,0,0,0,0,232,92,886
6:55:00,200,242,0,0,0,0,159,92,693
7:00:00,200,234,0,0,0,0,0,92,526
7:05:00,200,160,0,0,0,0,0,92,452
7:10:00,320,0,0,0,0,0,0,92,412
7:15:00,320,0,0,0,0,0,0,92,412
7:20:00,0,0,0,0,0,0,0,92,92
7:25:00,0,0,0,0,0,0,0,92,92
7:30:00,0,80,0,0,0,0,0,92,172
7:35:00,0,251,0,0,0,0,0,92,343
7:40:00,0,242,0,0,0,0,79,192,513
7:45:00,0,242,0,0,0,0,249,192,683
7:50:00,0,314,0,0,0,0,240,192,746
7:55:00,0,411,0,0,0,0,240,162,813
8:00:00,0,242,0,0,0,0,232,162,636
8:05:00,0,242,0,0,0,0,159,162,563
8:10:00,0,234,0,0,0,0,0,162,396
8:15:00,0,160,0,0,0,0,0,162,322
8:20:00,0,0,0,0,0,0,0,162,162
8:25:00,0,0,0,0,0,0,0,162,162
8:30:00,0,0,0,0,0,0,0,162,162
8:35:00,0,0,0,0,0,0,0,162,162
8:40:00,0,80,0,0,0,0,0,162,242
8:45:00,0,251,0,0,0,0,0,162,413
8:50:00,0,242,0,0,0,0,79,162,483
8:55:00,0,242,0,0,0,0,249,162,653
9:00:00,0,314,0,0,0,0,240,162,716
9:05:00,0,411,0,0,0,0,240,162,813
9:10:00,0,242,0,0,0,0,232,162,636
9:15:00,0,242,0,0,0,0,159,62,463
9:20:00,0,234,0,0,0,0,0,62,296
9:25:00,0,160,0,0,0,0,0,62,222
9:30:00,0,0,0,0,0,0,0,62,62
9:35:00,0,0,0,0,0,0,0,62,62
9:40:00,0,0,0,0,0,0,0,62,62
9:45:00,0,0,0,0,0,0,0,62,62
9:50:00,0,80,0,0,0,0,0,62,142
9:55:00,0,251,0,0,0,0,0,62,313
10:00:00,0,242,0,0,0,0,79,62,383
10:05:00,0,242,0,0,0,0,249,62,553
10:10:00,0,314,0,0,0,0,240,62,616
10:15:00,0,411,0,0,0,0,240,62,713
10:20:00,0,242,0,0,0,0,232,62,536
10:25:00,120,242,0,0,0,0,159,62,583
10:30:00,120,234,0,0,0,0,0,62,416
10:35:00,120,160,0,0,0,0,0,62,342
10:40:00,120,0,0,0,0,0,0,62,182
10:45:00,120,0,0,0,0,0,0,62,182
10:50:00,120,0,0,0,0,0,0,62,182
10:55:00,120,0,0,0,0,0,0,62,182
11:00:00,120,80,0,0,0,0,0,62,262
11:05:00,120,251,0,0,0,0,0,62,433
11:10:00,120,242,0,0,0,0,79,62,503
11:15:00,120,242,0,0,0,0,249,62,673
11:20:00,120,314,0,0,0,0,240,62,736
11:25:00,120,411,0,0,0,0,240,62,833
11:30:00,120,242,0,0,0,0,232,62,656
11:35:00,120,242,0,0,0,0,159,62,583
11:40:00,120,890,0,0,0,0,0,312,1322
11:45:00,120,80,0,0,0,0,0,312,512
11:50:00,0,0,0,0,0,0,0,312,312
11:55:00,0,0,0,0,0,0,0,312,312
12:00:00,0,0,0,0,0,0,0,312,312
12:05:00,0,0,0,0,0,0,0,312,312
12:10:00,0,159,0,0,0,0,0,312,471
12:15:00,0,501,0,0,0,0,0,312,813
12:20:00,0,501,0,0,0,0,79,312,892
12:25:00,0,493,0,0,0,0,249,317,1058
12:30:00,0,476,0,0,0,0,240,317,1034
12:35:00,0,402,0,0,0,0,240,317,960
12:40:00,0,234,0,0,0,0,232,317,783
12:45:00,0,242,0,0,0,0,159,67,468
12:50:00,0,234,0,0,0,0,0,62,296
12:55:00,0,201,0,0,0,0,0,62,263
13:00:00,0,80,0,0,0,0,0,62,142
13:05:00,0,0,0,0,0,0,0,62,62
13:10:00,0,0,0,0,0,0,0,62,62
13:15:00,0,0,0,0,0,0,0,62,62
13:20:00,0,80,0,0,0,0,0,62,142
13:25:00,0,251,0,0,0,0,0,62,313
13:30:00,0,242,0,0,0,0,79,62,383
13:35:00,0,242,0,0,0,0,249,62,553
13:40:00,0,314,0,0,0,0,240,62,616
13:45:00,0,411,0,0,0,0,240,62,713
13:50:00,0,242,0,0,0,0,232,62,536
13:55:00,0,242,0,0,0,0,159,62,463
14:00:00,0,234,0,0,0,0,0,1062,1296
14:05:00,0,160,0,0,0,0,0,1062,1222
14:10:00,820,0,0,0,0,0,0,1962,2782
14:15:00,820,0,0,0,0,0,0,962,1782
14:20:00,820,0,0,0,0,0,0,962,1782
14:25:00,820,0,0,0,0,0,0,962,1782
14:30:00,0,80,0,0,0,0,0,962,1042
14:35:00,0,251,1600,0,0,0,0,962,2813
14:40:00,0,242,1600,0,0,0,79,62,1983
14:45:00,0,242,1600,0,0,0,249,62,2153
14:50:00,0,314,1600,0,0,0,240,62,2216
14:55:00,0,411,1600,0,0,0,240,62,2313
15:00:00,0,242,1600,0,0,0,232,62,2136
15:05:00,400,242,1600,0,0,0,159,62,2463
15:10:00,400,234,1600,0,0,0,0,62,2296
15:15:00,400,160,1600,0,0,0,0,62,2222
15:20:00,400,0,1600,0,0,0,0,162,2162
15:25:00,400,0,1600,0,0,0,0,162,2162
15:30:00,400,0,1600,0,0,0,0,162,2162
15:35:00,400,0,0,0,0,0,0,162,562
15:40:00,640,80,0,0,0,0,0,162,882
15:45:00,240,251,0,0,0,0,0,162,653
15:50:00,480,242,0,0,0,0,79,162,963
15:55:00,240,242,0,0,0,0,249,162,893
16:00:00,240,970,0,0,0,0,240,162,1612
16:05:00,240,330,0,0,0,0,240,62,873
16:10:00,240,242,0,0,0,0,232,62,776
16:15:00,120,242,0,0,0,0,159,62,583
16:20:00,120,234,0,0,0,0,0,62,416
16:25:00,120,160,0,0,0,0,0,62,342
16:30:00,240,80,0,0,0,0,0,62,382
16:35:00,240,251,0,0,0,0,0,62,553
16:40:00,240,259,0,0,0,0,0,62,561
16:45:00,240,251,0,0,0,0,0,62,553
16:50:00,440,242,0,0,0,0,0,62,744
16:55:00,440,242,0,0,0,0,0,62,744
17:00:00,640,234,0,0,0,0,79,62,1015
17:05:00,1040,242,0,0,0,0,249,62,1593
17:10:00,1040,314,0,0,0,0,240,62,1656
17:15:00,1040,451,0,0,0,0,240,312,2044
17:20:00,720,322,0,0,0,0,232,312,1586
17:25:00,1120,242,0,0,0,0,159,312,1833
17:30:00,1000,234,0,0,0,0,0,312,1546
17:35:00,1000,160,0,0,0,0,0,312,1472
17:40:00,1000,0,0,0,0,0,0,312,1312
17:45:00,1820,0,0,0,0,0,0,412,2232
17:50:00,1820,0,0,0,0,0,0,412,2232
17:55:00,1820,0,0,0,0,0,0,1312,3132
18:00:00,600,80,0,0,0,0,0,1312,1992
18:05:00,840,251,0,0,0,0,0,1312,2403
18:10:00,840,242,0,0,0,0,79,1312,2473
18:15:00,1040,242,0,0,0,0,249,1312,2843
18:20:00,1440,314,0,0,0,0,240,1312,3306
18:25:00,1440,411,0,0,0,0,240,1312,3403
18:30:00,1440,242,0,0,0,0,232,962,2876
18:35:00,1440,242,0,0,0,0,159,962,2803
18:40:00,1440,234,0,0,0,0,0,962,2636
18:45:00,1440,160,0,0,0,0,0,962,2562
18:50:00,1240,0,0,0,0,0,0,962,2202
18:55:00,1240,0,0,0,0,0,0,962,2202
19:00:00,1640,0,0,0,0,0,0,962,2602
19:05:00,840,0,0,0,0,0,0,962,1802
19:10:00,640,80,1600,0,0,0,0,962,3282
19:15:00,640,251,1600,0,0,0,0,962,3453
19:20:00,640,242,1600,0,0,0,79,962,3523
19:25:00,640,242,1600,0,0,0,249,962,3693
19:30:00,400,314,0,0,0,0,240,1212,2166
19:35:00,800,411,0,0,0,0,240,1212,2663
19:40:00,800,242,0,0,0,0,883,1212,3138
19:45:00,800,242,0,0,0,0,79,1212,2333
19:50:00,920,234,0,0,0,0,0,62,1216
19:55:00,920,160,0,0,0,0,0,62,1142
20:00:00,920,0,0,0,505,0,0,62,1487
20:05:00,1160,0,0,0,505,0,0,62,1727
20:10:00,760,0,0,0,505,0,79,62,1406
20:15:00,640,0,0,0,0,0,249,62,951
20:20:00,640,80,0,0,0,0,257,92,1069
20:25:00,640,251,0,0,505,0,249,122,1766
20:30:00,240,242,0,0,505,0,240,122,1350
20:35:00,1060,242,0,0,505,0,240,122,2170
20:40:00,1060,314,0,0,0,0,232,122,1728
20:45:00,1060,411,0,0,0,0,240,122,1833
20:50:00,820,242,0,0,0,0,232,122,1416
20:55:00,820,242,0,0,0,0,199,122,1384
21:00:00,820,234,0,0,0,0,79,122,1255
21:05:00,820,160,0,0,0,0,0,122,1102
21:10:00,820,0,0,0,0,0,0,122,942
21:15:00,820,0,0,0,0,4115,0,122,5057
21:20:00,820,0,0,0,0,4115,0,122,5057
21:25:00,820,0,0,0,0,4115,0,122,5057
21:30:00,820,80,0,0,0,4115,0,122,5137
21:35:00,820,251,0,0,0,4115,0,122,5308
21:40:00,820,242,0,0,0,4115,79,122,5378
21:45:00,820,242,0,0,0,4115,249,92,5518
