*title,can_gen_low_Y2,,,,,,,
*note,Each row corresponds to 5 minutes. The first row starts Jan 1 12:00,,,,,,,
*header,Lights,Refrigerator,Stove,Dishwasher,Washer,Dryer,Freezer,Other_appliances
*units,Power (W),Power (W),Power (W),Power (W),Power (W),Power (W),Power (W),Power (W)
*data,0,0,0,0,0,0,0,242
*data,0,0,0,0,0,0,0,242
*data,0,0,0,0,0,0,0,242
*data,0,0,0,0,0,0,0,242
*data,30,0,0,0,0,0,0,242
*data,30,80,0,0,0,0,0,242
*data,30,251,0,0,0,0,0,242
*data,30,242,0,0,0,0,0,242
*data,30,242,0,0,0,0,0,242
*data,30,234,0,0,0,0,0,242
*data,30,160,0,0,0,0,0,242
*data,30,0,0,0,0,0,0,62
*data,30,0,0,0,0,0,0,62
*data,30,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,80,0,0,0,0,0,62
*data,0,251,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,50,242,0,0,0,0,0,62
*data,50,234,0,0,0,0,0,62
*data,50,160,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,80,0,0,0,0,0,62
*data,0,251,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,234,0,0,0,0,0,62
*data,0,160,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,312
*data,0,0,0,0,0,0,0,312
*data,0,80,0,0,0,0,0,312
*data,0,251,0,0,0,0,0,312
*data,0,242,0,0,0,0,0,312
*data,0,242,0,0,0,0,0,312
*data,0,234,0,0,0,0,0,312
*data,50,160,0,0,0,0,0,312
*data,50,0,0,0,0,0,0,312
*data,50,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,1062
*data,150,0,0,0,0,0,0,62
*data,100,0,0,0,0,0,0,62
*data,100,0,0,0,0,0,0,62
*data,100,0,0,0,0,0,0,62
*data,100,80,0,0,0,0,0,62
*data,100,251,0,0,0,0,0,62
*data,100,242,0,0,0,0,0,62
*data,100,242,0,0,0,0,0,62
*data,100,234,0,0,0,0,0,62
*data,100,160,0,0,0,0,0,62
*data,100,0,0,0,0,0,0,62
*data,100,0,0,0,0,0,0,62
*data,100,0,0,0,0,0,0,62
*data,100,0,0,0,0,0,0,62
*data,100,0,0,0,0,0,0,62
*data,100,0,0,0,0,0,0,62
*data,100,0,0,0,0,0,0,62
*data,100,0,1600,0,0,0,0,62
*data,100,80,1600,0,0,0,0,62
*data,100,251,1600,0,0,0,0,62
*data,100,242,1600,0,0,0,0,62
*data,100,242,1600,0,0,0,0,62
*data,100,234,1600,0,0,0,0,62
*data,100,160,1600,0,0,0,0,62
*data,0,0,1600,0,0,0,0,62
*data,0,0,1600,0,0,0,0,62
*data,0,0,1600,0,0,0,0,62
*data,0,0,1600,0,0,0,0,62
*data,60,0,1600,0,0,0,0,62
*data,60,0,1600,0,0,0,0,1562
*data,60,0,0,0,0,0,0,1562
*data,60,0,0,0,0,0,0,1562
*data,60,80,0,0,0,0,0,1562
*data,30,251,0,0,0,0,0,1562
*data,130,242,0,0,505,0,0,1562
*data,130,242,0,0,505,0,0,1562
*data,130,234,0,0,505,0,0,1562
*data,130,160,0,0,0,0,0,1562
*data,130,0,0,0,0,0,0,1562
*data,30,0,0,0,505,0,0,1562
*data,30,0,0,0,505,0,0,1562
*data,30,0,0,0,505,0,0,1562
*data,30,0,0,0,0,0,0,1562
*data,30,0,0,0,0,0,0,1562
*data,30,0,0,0,0,0,0,1562
*data,30,0,0,0,0,0,0,1562
*data,30,80,0,0,0,0,0,1562
*data,30,251,0,0,0,0,0,1562
*data,30,242,0,0,0,0,0,1562
*data,30,242,0,0,0,0,0,1562
*data,30,234,0,0,0,0,0,1562
*data,30,160,0,0,0,0,0,1562
*data,30,0,0,0,0,4115,0,1562
*data,30,0,0,0,0,4115,0,62
*data,30,0,0,0,0,4115,0,62
*data,30,0,0,0,0,4115,0,62
*data,30,0,0,0,0,4115,0,62
*data,0,0,0,0,0,4115,0,62
*data,0,0,0,0,0,4115,0,62
*data,0,0,0,0,0,4115,0,62
*data,0,80,0,0,0,4115,0,62
*data,0,251,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,234,0,0,0,0,0,62
*data,0,160,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,80,0,0,0,0,0,62
*data,0,251,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,234,0,0,0,0,0,62
*data,0,160,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,80,0,0,0,0,0,62
*data,0,251,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,234,0,0,0,0,0,62
*data,0,160,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,60,0,0,0,0,0,0,62
*data,60,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,80,0,0,0,0,0,62
*data,150,251,0,0,0,0,0,62
*data,150,242,0,0,0,0,0,62
*data,150,242,0,0,0,0,0,62
*data,50,234,0,0,0,0,0,62
*data,50,160,0,0,0,0,0,62
*data,50,0,1600,0,0,0,0,62
*data,50,0,1600,0,0,0,0,62
*data,50,0,1600,0,0,0,0,62
*data,50,0,1600,0,0,0,0,62
*data,50,0,1600,0,0,0,0,62
*data,50,0,1600,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,0,0,0,0,0,0,62
*data,50,80,0,0,0,0,0,62
*data,50,251,0,0,0,0,0,62
*data,50,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,234,0,0,0,0,0,62
*data,0,160,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,60,0,0,0,0,0,0,62
*data,160,0,0,0,0,0,0,62
*data,160,0,0,0,0,0,0,62
